job_id,company,job_title,level,location
4176957575,Talan,Senior Developer - Trade Finance Academy,Mid-Senior level,"Málaga, Andalusia, Spain"
4182118224,Oracle,Software Engineer - fresh graduate,Associate,"Brno, South Moravia, Czechia"
4148169087,dLocal,Senior Software Engineer,Not Applicable,Greater Madrid Metropolitan Area
4102915225,zollsoft GmbH,Softwareentwickler:in Java (Homeoffice möglich) (Softwareentwickler/in),Entry level,"Munich, Bavaria, Germany"
4170835781,SNP Group,Junior Developer,Entry level,"Bratislava, Bratislava, Slovakia"
4190551990,zollsoft GmbH,Senior Softwareentwickler:in Java (Home Office),Mid-Senior level,"Hannover, Lower Saxony, Germany"
4131080469,Buena,(Senior) Backend Engineer (w/m/d) - Berlin,Mid-Senior level,"Berlin, Berlin, Germany"
4122181225,InfoTip Service GmbH,Software-Developer (all genders),Entry level,"Bochum, North Rhine-Westphalia, Germany"
4136196071,Camco Technologies,Software Application Developer (VALENCIA),Entry level,"Valencia, Valencian Community, Spain"
4190468292,Experian,Data Scientist,Mid-Senior level,"Sofia, Sofia City, Bulgaria"
4128709686,dLocal,"Software Engineer Team Lead  - Java & Microservices (Argentina, Spain or Uruguay)",Not Applicable,Greater Madrid Metropolitan Area
4184676398,Hermes Corporate,AI Engineer,Associate,Italy
4182781535,Buscojobs Portugal,Senior Software Engineer - Back-End (Viator),Mid-Senior level,"Portalegre, Portalegre, Portugal"
4101197698,CODA100,AI Developer,Entry level,Frankfurt Rhine-Main Metropolitan Area
4177379609,Sift,"Senior Software Engineer - API Platform, B2B Contact",Mid-Senior level,"Prague, Prague, Czechia"
4192215283,BlueRock TMS,Java Software Developer,Entry level,s-Hertogenbosch Area
4188158901,Rohlik Group,Java Developer,Mid-Senior level,"Prague, Czechia"
4182122419,Planet,Software Engineer,Entry level,"Haarlem, North Holland, Netherlands"
4191498996,Deloitte,Full Stack Java Developer,Entry level,"Bucharest, Bucharest, Romania"
4115987009,Wypoon Technologies,Java Software Engineer (Relocation Provided),Mid-Senior level,"North Holland, Netherlands"
4193330752,Gen,Junior Developer,Not Applicable,"Prague, Prague, Czechia"
4188436041,Thales,Software Engineer,Not Applicable,"Stockholm, Stockholm County, Sweden"
4181137364,Devexperts,Java Team Lead,Mid-Senior level,"Sofia, Sofia City, Bulgaria"
4178535645,Oracle,Senior Software Engineer,Mid-Senior level,"Prague, Prague, Czechia"
4157084092,Intelix.AI,Mobile Application Developer,Mid-Senior level,Frankfurt Rhine-Main Metropolitan Area
4182046545,Deloitte,Junior Integration Developer @ Thessaloniki,Associate,"Thessaloniki, Central Macedonia, Greece"
4148666946,fullinfo,Data Engineer / Scientist,Mid-Senior level,Netherlands
4176181517,Firebolt,"Software Engineer, Distributed Systems",Not Applicable,"Munich, Bavaria, Germany"
4151485707,X-Rite,SDET / Senior Test Automation Engineer,Associate,"Rijswijk, South Holland, Netherlands"
4017338784,Emburse,Software Engineer in Test III,Mid-Senior level,"Barcelona, Catalonia, Spain"
4185608903,Cast AI,Senior Software Engineer - OMNI Team,Not Applicable,Poland
4133854885,SITA,Graduate Software Engineering,Entry level,"Letterkenny, County Donegal, Ireland"
4180876147,Athens Technology Center,AI Engineer,Mid-Senior level,"Thessaloniki, Central Macedonia, Greece"
4192260734,Hubdrive,Software Developer (m/f/d),Entry level,"Würzburg, Bavaria, Germany"
4168438781,GreenHarbour,Principal Software Engineer,Director,"Munich, Bavaria, Germany"
4184636308,Acolad group,Software Engineer (AI) - Python/React,Associate,"Paris, Île-de-France, France"
4184812210,Codasip,Senior/Principal Embedded Software Engineer,Mid-Senior level,"Prague, Prague, Czechia"
4145082198,Grid to Great,Senior Software Engineer,Mid-Senior level,"Enschede, Overijssel, Netherlands"
4161514572,Snowflake,Software Engineer (SQL),Entry level,"Berlin, Berlin, Germany"
4099275814,Atlassian,Backend Software Engineer,Mid-Senior level,"Gdańsk, Pomorskie, Poland"
4137052643,Auctane,Software Engineer (HYBRID REMOTE),Entry level,"Zielona Góra, Lubuskie, Poland"
4156642730,Bosch Magyarország,Low-code developer,Associate,"Budapest, Budapest, Hungary"
3703083749,Astec,"Full-Stack Developer (Java, Angular.js)",Mid-Senior level,"Poznan, Wielkopolskie, Poland"
4087435909,Natixis in Portugal,Shell Script / Database Developer (French Speaker),Mid-Senior level,"Porto, Porto, Portugal"
4184058073,Nexi Group,Developer,Mid-Senior level,"Zagreb, Zagreb, Croatia"
4192392728,Netcompany,Talented IT Developers,Entry level,"Warsaw, Mazowieckie, Poland"
4138920082,Pinterest,Sr. Software Engineer,Mid-Senior level,"Dublin, County Dublin, Ireland"
4184806856,Innovate,AI/ML,Mid-Senior level,"North Holland, Netherlands"
4161659583,VICO Research & Consulting GmbH,Software Developer,Entry level,"Stuttgart, Baden-Württemberg, Germany"
4149639417,Orbisk | Zero Food Waste,Senior Backend Developer,Mid-Senior level,"Utrecht, Utrecht, Netherlands"
4188199730,Volkswagen Digital:Hub,Senior Java Backend Engineer,Associate,"Valencia, Valencian Community, Spain"
4040441678,Picnic Technologies,Senior Java Developer,Mid-Senior level,"Amsterdam, North Holland, Netherlands"
4184639228,Acolad group,Software Engineer (AI) - Python/React,Associate,"Nantes, Pays de la Loire, France"
4142647566,Gen,Junior Software Engineer,Not Applicable,"Brno, South Moravia, Czechia"
4190511178,Axians Portugal,Senior Backend Developer,Mid-Senior level,"Porto, Porto, Portugal"
4193157782,Apollo Agriculture,Machine Learning Engineer,Not Applicable,"Amsterdam, North Holland, Netherlands"
4182760951,Pinterest,Software Engineer II,Mid-Senior level,"Dublin, County Dublin, Ireland"
4190959913,Google,"Senior Software Engineer, Google Meet",Mid-Senior level,"Stockholm, Stockholm County, Sweden"
4103776889,Dynatrace,Senior Java Software Engineer (m/f/x),Mid-Senior level,"Graz, Styria, Austria"
4137227096,Google,"Software Engineer III, Google Cloud",Not Applicable,"Warsaw, Mazowieckie, Poland"
4161498160,OptaHaul,Senior Software Engineer,Mid-Senior level,"Budapest, Budapest, Hungary"
4136655849,Visier Inc.,Senior Software Developer / Team Lead (m/f/d),Mid-Senior level,"Berlin, Berlin, Germany"
4082625081,Raisin Bank AG,(Senior) Software Engineer (m/f/d),Mid-Senior level,"Frankfurt am Main, Hesse, Germany"
3703083749,Astec,"Full-Stack Developer (Java, Angular.js)",Mid-Senior level,"Poznan, Wielkopolskie, Poland"
4152899727,FormFactor Inc.,"2357 - Engineer, Software Development",Entry level,"Thiendorf, Saxony, Germany"
4118175258,Google,"Software Engineer, Google Cloud Platform, App Hub",Not Applicable,"Warsaw, Mazowieckie, Poland"
3977879456,Aircall,Senior Software Engineer Backend/AI - Paris,Mid-Senior level,"Paris, Île-de-France, France"
4194249133,Client Server,Software Engineer Java Spring Boot,Mid-Senior level,"Budapest, Budapest, Hungary"
4181223740,Google,"Senior Software Engineer, Chrome Autofill",Mid-Senior level,"Warsaw, Mazowieckie, Poland"
4192211596,Border Innovation,Junior Full Stack,Not Applicable,"Lisbon, Lisbon, Portugal"
4185608905,Cast AI,Senior Software Engineer - OMNI Team,Not Applicable,"Vilnius, Vilniaus, Lithuania"
4102283272,BV TECH,Software Engineer,Entry level,Greater Rome Metropolitan Area
4188199730,Volkswagen Digital:Hub,Senior Java Backend Engineer,Associate,"Valencia, Valencian Community, Spain"
4040441678,Picnic Technologies,Senior Java Developer,Mid-Senior level,"Amsterdam, North Holland, Netherlands"
4184639228,Acolad group,Software Engineer (AI) - Python/React,Associate,"Nantes, Pays de la Loire, France"
4190955940,Murex,Software Engineer Internship 2025,Internship,"Dublin, County Dublin, Ireland"
4086191530,UBS,Senior Software developer Java,Not Applicable,"Cracow, Małopolskie, Poland"
4137940714,BAROS Solutions,Fullstack Developer (m/w/d) Spring Boot / Java,Entry level,"Taufkirchen, Bavaria, Germany"
4172347241,Test Yantra,Data Science Python Developer,Entry level,"Barcelona, Catalonia, Spain"
4181109554,Fyld,Java Developer (French Speaker),Entry level,"Porto, Porto, Portugal"
4185608911,Cast AI,Senior Software Engineer - OMNI Team,Not Applicable,Greece
4185448266,Inqom,Développeur back-end,Associate,France
4082625081,Raisin Bank AG,(Senior) Software Engineer (m/f/d),Mid-Senior level,"Frankfurt am Main, Hesse, Germany"
4138477334,S[&]T Norway,Software Engineer,Entry level,"Delft, South Holland, Netherlands"
4169628451,Rohlik Group,AI Engineer,Entry level,Prague Metropolitan Area
4193132320,CHRLY Belgium,Full Stack Engineer,Mid-Senior level,Brussels Metropolitan Area
4157019831,Google,"Software Engineer, Vertex GenAI, Infrastructure and Features",Not Applicable,"Warsaw, Mazowieckie, Poland"
4172146330,Prime Contact,Software engineer,Entry level,"Nederland, Overijssel, Netherlands"
4111828553,Serrala,Software Engineer (all genders),Mid-Senior level,Romania
4038974759,Agentero,Software Engineer - Talent Pool,Not Applicable,"Madrid, Community of Madrid, Spain"
4172698085,OPSWAT,Java Software Engineer,Mid-Senior level,"Veszprém, Veszprém, Hungary"
4111986190,NetU Group,Full Stack Software Developer,Entry level,"Athens, Attiki, Greece"
4053818264,Omilia - Conversational Intelligence,Conversational ΑΙ Application Developer,Entry level,"Khaniá, Crete, Greece"
4188809027,uDelta,"Senior Programmer (C++, C, Python)",Mid-Senior level,Hungary
4153223398,Delivery Hero,"Data Scientist - (Logistics, Choice)",Entry level,"Berlin, Berlin, Germany"
4098320087,Soloplan GmbH,Software Engineer [m|f|d],Entry level,"Dresden, Saxony, Germany"
4174382805,Qinshift,Full Stack Engineer,Mid-Senior level,Czechia
4146523978,NRB,Software Java Engineer (Back-end),Entry level,"Athens, Attiki, Greece"
4184904742,Google,"Senior Software Engineer, Gemini Code Assist, Google Cloud",Mid-Senior level,"Warsaw, Mazowieckie, Poland"
4153129373,JSS ASSOCIATES ,ML/ AI/ Data Scientist roles,Mid-Senior level,Poland
4182029766,Criteo,Middle/Junior Back-End Developer,Entry level,"Limassol, Limassol, Cyprus"
4074540248,CECG,Software Engineer,Entry level,"Nicosia, Nicosia, Cyprus"
4170658383,con10com,Software-Entwickler (m/w/d),Entry level,Greater Sankt Polten
4193362363,Warner Bros. Discovery,Senior Software Engineer,Mid-Senior level,"Amsterdam, North Holland, Netherlands"
4131492525,Google,"Senior Software Engineer, Full Stack, Google Cloud",Mid-Senior level,"Warsaw, Mazowieckie, Poland"
4184613928,Relativity,Advanced Java Engineer,Entry level,"Warsaw, Mazowieckie, Poland"
4183856348,HarborLab,AI Engineer,Mid-Senior level,"Athens, Attiki, Greece"
4191823302,Motorola Solutions,Tech Lead/Senior Java Software Engineer,Mid-Senior level,"Cracow, Małopolskie, Poland"
4166236189,Ciklum,Junior Developer,Mid-Senior level,"Málaga, Andalusia, Spain"
4130715328,Mistral AI,Applied AI Engineer - Paris (Internship),Not Applicable,"Paris, Île-de-France, France"
4186290443,Axians Belgium,Software Architect,Mid-Senior level,"Asse, Flemish Region, Belgium"
4176945360,UBS,Tech Graduate Program – Software Engineer with Java,Not Applicable,"Cracow, Małopolskie, Poland"
